conv_id,target_summary,generated_summary
hit:6212_conv:12424,My friend's girlfriend cheated on him. I've never seen him so destroyed.,My friend's girlfriend cheated on him. I've never seen him so destroyed.
hit:6225_conv:12451,I just bought a new $1000 computer and it crashed after the first week. I ordered it from a website in Japan and it will cost a lot to return it. ,I bought a new computer for $1000 from Japan and it crashed in the first week.
hit:6230_conv:12461,Sometimes I want privacy_comma_ but now that I have it_comma_ I miss my roomies.,Sometimes I want privacy _comma_ but now that I have it_comma__
hit:6246_conv:12492,I am a bit scared for the weekend to come. I don't know what will happen between me and another person and I hate the unknown.,I am a bit scared for the weekend to come. I don't know what will happen
hit:6249_conv:12499,waiting for a packaget to be delivered,waiting for my package to get here
hit:6261_conv:12523,i knew i shouldnt have trusted my brother with my dog,i knew i shouldnt have trusted my brother with my dog
hit:6262_conv:12525,I bought some groceries today for someone I care about that is HARD to care about sometimes. But they are trying really hard to change..and while it's too soon to tell..I felt very compassionate towards them today.,I bought some groceries today for someone I care about that is HARD to care about sometimes
hit:6265_conv:12530,I went to register my daughter for school and brought literally no paperwork. I stood in line for nothing,I went to register my daughter for school last week. When I got there I had no
hit:6276_conv:12553,i was pissed when i saw a dent in my door,i was pissed when i saw a dent in my door
hit:6284_conv:12569,Someone stole the stereo out of my car.  I am so mad thinking about it.,Someone stole the stereo out of my car.  I am so mad thinking about it.
hit:6289_conv:12579,My dog pooped on the rug. I was so mad!,My dog pooped on the rug. I was so mad!
hit:6293_conv:12586,My dog pooped on the rug today. I never felt so peeved!,My dog pooped on the rug today. I never felt so peeved.
hit:6295_conv:12590,the new madden came out today_comma_ i was so amped for it,madden came out today. i was so stoked
hit:6304_conv:12609,MY kids eat everything thing I buy as soon as i buy it. We can never keep groceries,MY kids eat every thing I buy as soon as I buy it
hit:6306_conv:12612,My sister came to stay with us when I was sick.  She took a week off work.,My sister came to stay with me when I was recovering from surgery.  She stayed with
hit:6316_conv:12633,My friends threw me a surprise party yesterday. I was so shocked and happy!,My friends threw me a surprise party yesterday. I was so shocked!
hit:6324_conv:12649,i got madden today i cant wait to play it,i got madden today. i cant wait to play
hit:6330_conv:12661,MY son is refusing to go to sleep. I had a long day and am really tired,I had a rough day today and now my son refuses to go to bed. I bought
hit:6335_conv:12671,I got a job offer at a different company and the benefits sound good but I'm not sure if i should take it,I got a job offer at a different company and the benefits sound good but I'm not
hit:6345_conv:12690,I went to the bowling alley all by myself last night. It was quite lonesome.,I went to the bowling alley all by myself last night. My friends ditched me.
hit:6345_conv:12691,I'm going to have a baby next week_comma__comma__comma__comma_ I think im ready!,I'm going to have a baby next week_comma_  I think im ready
hit:6347_conv:12694,I am waiting for an important package.  I am worried if I will get it.,I am waiting for an important package.  I am worried I will get it.
hit:6359_conv:12719,I remember when a movie ticket was a dollar.  Those were the days.,I remember when a movie ticket was a dollar.  Those were the days.
hit:6373_conv:12746,I ate at Gordan Ramsays restaurant. The food was amazing.,I ate at Gordan Ramsays restaurant. The food was amazing.
hit:6379_conv:12759,I am so ready to go skydiving this weekend. ,I am so ready to go skydiving this weekend.
hit:6387_conv:12774,I played a classic Nintendo the other day and it really made me reminisce about my childhood. ,I played a classic Nintendo the other day and it really made me reminisce about my childhood
hit:6391_conv:12783,My wife passed away_comma_ so I am alone again.,My wife passed away so I am alone again.
hit:6394_conv:12789,I found my stolen bike before I knew it was stolen.,I found my bike infront of a store
hit:6406_conv:12813,I had a nasty foot fungus ,My foot is turning yellow.
hit:6419_conv:12838,my cruise vacation is in a week.,Im going on a cruise to mexico in a week!
hit:6424_conv:12849,When my dog got ran over and he began to recover on it's onw,My dog started to recover on his own after a car ran over him
hit:6444_conv:12889,I'm staying away fro home for my studies. I miss my family.,I'm longing for my family's love. But I'm staying away from my family for
hit:6445_conv:12890,My sister just got a new job after working for it so hard. I am happy for her.,My sister just told me she got a new job she has been working hard for.
hit:6459_conv:12918,I have an interview coming up and have done lots of research,I have an interview this week. I have done lots of research
hit:6466_conv:12932,People let their kids run aroud in supermarkets at teh weekend,I get ridiculously angry when people fail to control their children in busy places
hit:6468_conv:12937,The sun is shining and the world looks good today,It's going to be a great day today. The sun is shining
hit:6474_conv:12948,I was opening the results of my degree last month and I was really worried I hadn't done well. I had worked really hard and put a lot of effort in.,I was opening the results of my degree last month and I was really worried I hadn't
hit:6475_conv:12950,I bought a fresh suit and got a nice haircut.,I just got a new suit.
hit:6480_conv:12960,I found out my cat left me.,I found out my girlfriend left me for someone else.
hit:6481_conv:12962,My boss gets paid much more than me. He does less work and is lazy,My boss gets much more money than me.
hit:6482_conv:12964,I cant wait for next week!,i cant wait for next week!
hit:6485_conv:12971,My boss embarrassed me infront of the investors.,My boss embarrassed me infront of the investors.
hit:6488_conv:12977,My son just left for college.,My son just left for college.
hit:6493_conv:12987,i was not happy when i couldnt get out of work on time,i was not happy when i couldnt get out of work on time
hit:6497_conv:12994,im hoping to win the lottery this weekend,im hoping to win the lottery this weekend
hit:6507_conv:13014,I want to take a trip to Paris this summer but the airline fares are so expensive. I keep watching them waiting for them to come down so I can actually afford the flight.,I've been hoping to take a trip to Paris this summer but the airline fares are so
hit:6509_conv:13018,Last week I went to the movies with my friend. My friend and a random girl that was there somehow struck up a great relationship and my friend left me to spend the evening with here.,I went to the movies with my friend last week. Somehow my friend got very close with
hit:6512_conv:13025,I participated in a dance contest at my school last month. I practiced hard for the competition. I ended up winning the competition!,I joined a dance competition at my school last month. My whole team practiced really hard for
hit:6523_conv:13047,I recieved my paper back from class yesterday. I got a C on it. I didn't work very hard on that paper so I was satisfied with my grade.,I wrote a paper for class that I really didn't put much effort into. I got
hit:6557_conv:13114,to wake up every morning ,to be alive and be able to live life 
hit:6569_conv:13139,I have a new neighbor who is very friendly. My kids sometimes go over to her house to play.,My kids will sometimes go and play at my new neighbors house. It is a bit annoying
hit:6571_conv:13143,I feel very committed to my work. No matter how I feel_comma_ I have to press on and complete it. It's been a rough week and my will power is very strong to still work through all this,I feel very committed to my work. No matter how I feel_comma_ I
hit:6572_conv:13145,I stole my brothers copy of Purple Rain.,I stole my brothers copy of Purple Rain.
hit:6581_conv:13162,I was doing some research and my mentor told me that the work was very thoughtful.,I recently did some research for my school. It was about the different types of caffeine and
hit:6587_conv:13174,I get some great supplements tomorrow in the mail that I think will really help a lot of my health issues. They are real food type powders and seem to help a lot of people!,I get some great supplements tomorrow in the mail that I think will really help a lot of
hit:6587_conv:13175,I am waiting on to see my son talk,my son is one year old
hit:6590_conv:13180,The day my first grandson was born was so happy for me. My heart swelled to look at the tiny person who was the newest member of our family. I was over the moon.,The day my first grandson was born_comma_ it was a happy time.
hit:6593_conv:13187,I lost all my car keys at the beach last weekend_comma_ now i had to have them re-cut and it costs a bundle,lost my keys at the beach_comma_ had to pay for them replaced
hit:6601_conv:13202,My best friend beat my time in a race we ran.  I tried for months and she decided to join on the spur of the moment.,My bff beat my time in a race we ran together.  I trained for months
hit:6601_conv:13203,My moms dog has some big tumors and I have been researching how to shrink them. He is a bit old to go under surgery and I haven't seen many modern meds work so good on me or animals.,My moms dog has some big tumors and I have been researching how to shrink them. I
hit:6626_conv:13253,I have some skin problems. I am scared.,I have some skin problems. I am scared.
hit:6628_conv:13256,I am leaving to go on a three month backpacking trip. Im getting cold feet about it though.,I am getting cold feet about my three month long trip coming up.
hit:6629_conv:13259,I'm happy that it is almost Fall_comma_ my favorite time of year.,I'm glad that Fall is almost here.
hit:6636_conv:13273,Cant wait for halloween to get here,i cant wait for halloween
hit:6638_conv:13276,My work seems to be picking up lately.,My work seems to be going well lately.
hit:6640_conv:13280,when my friend told me she was coming to see me ,when my friend said she was coming to visit for the holidays 
hit:6645_conv:13291,I'm turning 60 soon. Time flies by so fast.,I'm turning 60 soon. Time flies by so fast.
hit:6654_conv:13309,My sister is arriving from abroad next week. She went there 2 years back. I'm eagerly waiting for her.,I'm eagerly waiting for my sister's arrival. She is coming in from London
hit:6658_conv:13316,I was cooking some food recently. I made a hard to make recipe and it worked!,I made some great food recently. I am so hyped
hit:6658_conv:13317,My partner presented me with a gift for my birthday. It was a watch.,It was my birthday and my partner's gift was a hand watch. I am very grateful
hit:6663_conv:13327,my friend just met a great guy. She was supposed to be my wing man,I went out to a bar with one of my good friends. She ended up meeting a
hit:6676_conv:13352,My son is getting pretty good at playing the drums. I always wish I learned how to play an instrument_comma_ but never had the courage to. Glad that I motivated him to play and very happy that he's actually getting pretty decent.,My son is getting pretty good at playing the drums. I always wish I learned how to
hit:6694_conv:13388,I went on a job interview where I thought I did really well. They called me today to tell me I did not get the job.,I went on a job interview and thought I did really well. They just called to say
hit:6712_conv:13425,When my sister passed away from cancer. She had been diagnosed 3 months ago.,My sister just passed away.
hit:6718_conv:13436,My pet dog passed away two weeks ago. He was 12 years old. ,My dog passed away a couple of weeks ago. Its been really hard not having him around
hit:6724_conv:13448,My friend is coming in from out of town today.,My friend is coming in from out of town today.
hit:6726_conv:13452,Get to hang out and play cards with my girlfriend and her parents. Her parents are actually pretty laid back and fun to be around_comma_ so I'm looking forward to it. Glad I don't have to deal with overbearing in-laws like some people.,Get to hang out and play cards with my girlfriend and her parents. Her parents are actually
hit:6730_conv:13461,I came home from work.. and opened my mail up.. and you won't believe what I got in the mail.,I came home from work.. and opened my mail up.. and you won't believe what
hit:6733_conv:13466,I was shocked.  I was at the state park walking through the woods and I swear I saw a Bigfoot.,I was shocked. I was at the state park walking through the woods and I swear I
hit:6733_conv:13467,My sister is about to graduate from college.  She kept at it even thought she had two kids pretty young and worked full time.,My younger sister graduates from college this year_comma_ I can't believe she's
hit:6738_conv:13476,I am so mad.  Someone took my crystal ball.,I am so mad. Someone took my crystal ball.
hit:6743_conv:13486,I'm going to open up a new gym soon. I think it'll do extremely well where I live!,I decided to start my own gym downtown. I think it'll do well_comma
hit:6746_conv:13493,The other day while driving. someone cut me off_comma_ when I honked they flicked me off.,The other day I was driving and when I honked at the other driver to let him
hit:6752_conv:13504,Just before my final exam in calculus class. I need to score above a 70.,When I got my marks back for my calculus exam. I was so nervous.
hit:6759_conv:13519,When my father went into hospital_comma_ after he fell down the stairs_comma_ we had no idea he had cancer.,My father was sick and the doctor said they caught it too late.
hit:6771_conv:13542,When I got dressed up to go out on the night_comma_ I used some new hair product.,I walked into the club with a fresh cut and kicks on.
hit:6788_conv:13576,The time I didn't make the hockey team I tried out for. I did my best but it was not enough.,When I didnt make the hockey team. I tried so hard.
hit:6790_conv:13580,I found out that my wife is pregnant today.,I found out that my wife is pregnant today.
hit:6809_conv:13619,I think my friend stole some money from me. I don't know what to do.,I had a few friends over for drinks the other night and some money was missing from my
hit:6812_conv:13624,I am worried about attending my firearms class. I think I will fail the test.,I am worried about attending my firearms class. I think I will fail the test.
hit:6815_conv:13630,I am really excited for the new super smash bros coming out_comma_ that will be such a fun game!,I am really excited for the new super smash bros coming out_comma_ that
hit:6815_conv:13631,i can't stand going to the bathroom at work after someone else.,i can't stand going to the bathroom at work after someone else.
hit:6817_conv:13635,I lost a pair of earrings my grandmother had given me. I wanted to wear the to her funeral but couldnt find them,I had wanted to wear a pair of earrings that my grandmother gave me to her funeral
hit:6829_conv:13658,I am happy with my life now_comma_ I have a good girlfriend and friend group,I am happy with my life now_comma_ I have a good girlfriend and friend
hit:6842_conv:13685,Two more days and the kids are gone.,Two more days and the kids are outta here. I am so happy
hit:6846_conv:13693, I hate scary movies_comma_ they scare me so much_comma_ especially jumpscares, I hate scary movies_comma_ they scare me so much_comm_ especially
hit:6852_conv:13704,My son is going to college in a couple of days and I'm sure the house will be a lot quieter without him.. I think the empty nest feeling is inevitable ,My son is going to college in a couple of days and I'm sure the house will
hit:6854_conv:13709,I collect antiques and I found a really old coin. It was a great deal to so I'm so excited!,I was in an antique store and found a really old coin for cheap. It was real
hit:6864_conv:13728,I went into my garage the other day and there was a new car in there.,I went into my garage the other day and there was a new car in there.
hit:6866_conv:13732,I saw a magician at a bar the other night. He was really good. Some of his tricks were i couldnt figure out at all,I was out to dinner the other night and saw a magician do some amazing tricks. 
hit:6866_conv:13733,I really like the Marvel Universe. I can't wait for the next movie to come out!,I'm a big fan of superhero movies. I can't wait for the next Marvel Universe
hit:6875_conv:13751,Riding coasters this weekend,Roller coasters
hit:6876_conv:13753,My buddy at work just bought a brand new boat.  I don't even boat but the thing is really nice and I wish I had one.,My buddy at work just bought a really nice boat.  I don't even like fishing
hit:6889_conv:13779,I am going on vacation in 1 week.  I cant wait. I am so exicted,I cant wait until next week.  I am going on vacation.
hit:6890_conv:13781,My dad brought me some guacamole he made.,My dad brought me some guacamole he made.
hit:6896_conv:13792,My wife bought me tickets to a concert and didnt tell me about it.  It was a so awesome,My wife got me tickets to a concert and didnt tell me until we were on the way
hit:6896_conv:13793,Nephew starts football this year,Nephew plays football this year
hit:6897_conv:13795,There's a new water park about to open near me.,There's a new water park about to open near me.
hit:6902_conv:13804,I was so scared.  I was walking to my car and I thought I was going to be robbed.,I was so scared.  I was walking to my car and I thought I was going
hit:6904_conv:13808,No matter what I've done_comma_ my mom has always been supportive.,No matter what I've done_comma_ my mom has always been supportive.
hit:6907_conv:13815,I was at my dealership and I had to hand over my car to some stranger. I was kinda scared that he'd take something_comma_ but I had to trust him,I was at my dealership and I had to hand over my car to some stranger. I
hit:6909_conv:13819,my co worker took out his back,when my co worker took out his back 
hit:6911_conv:13822,I was out in a fishing boat last weekend in the ocean. I am very afraid of sharks and I was so nervous the whole time that we would see one.,I was out in a fishing boat last weekend_comma_ and I was afraid we
hit:6913_conv:13827,I am applying to graduate school and I am feeling this way about getting accepted.,I am applying to grad school and I hope to get accepted.
hit:6916_conv:13832,I feel this way towards my husband_comma_ he is the best.,I am so thankful for my husband.
hit:6919_conv:13839,cheating is disgraceful to me_comma_ i only want my wife shes the best,cheating on someone
hit:6924_conv:13848,My son started walking the past couple of days.,My son took his first steps the other day.
hit:6930_conv:13861,My buddy won first place at the triathlon. Couldn't even get him off the couch this same time last year.,My buddy won first place at the triathlon. Couldn't even get him off the
hit:6932_conv:13865,I sold my first painting last month. I have been working on my painting skills recently after taking a break for years. I decided to advertise them online_comma_ and I finally sold one!,I just started painting again after taking a break for years. I just sold my first painting
hit:6937_conv:13874,My friend had to miss a concert_comma_ because I was sick.,My friend had to miss a concert_comma_ because I was sick.
hit:6939_conv:13878,Everything is alright these days,I'm having such a great week.
hit:6961_conv:13922,i was caught off guard when i was told i could go home early,i was caught off guard when i was toold i could go home early
hit:6966_conv:13932,There's a new Korean restaurant that's opening up.,There's a new Korean restaurant that's opening up.
hit:6972_conv:13944,Finally getting this leg brace off next week.,Finally getting this leg brace off next week.
hit:6978_conv:13957,my brother went to see one of my favorite bands_comma_ i wish i could have went,my brother got to see one of my favorite bands i wish i could have went
hit:6998_conv:13996,ready to leave this hood ,people in my hood getting robbed everywhere
hit:7003_conv:14007,Our home was broken into when we moved in and it made me so mad.,Our home was broken into. I was so mad!
hit:7009_conv:14019,My husband is going on a fishing trip with some of his friends in October.  I'm actually looking forward to it - just some time with my girls doing girl stuff!,My husband is going on a fishing trip with some of his guy friends in October. 
hit:7025_conv:14051,I keep heading a noise coming from my attic ,I keep heading a noises coming from my attic. I think there's a family of squirrel
hit:7033_conv:14067,Getting ready for vacation!,Going to the beach soon
hit:7042_conv:14085,When I had to take care of my sick brother who had the flu_comma_ during this time I had to watch over him and make sure he was taking his medicine and take his temperature constantly.,When I had to take care of my sick brother who had the flu_comma_
hit:7044_conv:14089,when i benched 225 lb,the first time a benched 225
hit:7047_conv:14094,when i see young people asking for help on fb or donations instead of working ,when i see young people begging for money on facebook
hit:7052_conv:14105,all my friends have someone that loves them,when you are single and all your friends are in relationships and you dont want to hang out
hit:7059_conv:14118,It's finally the weekend_comma_ woohooo!,It's finally the weekend_comma_ woohooo!
hit:7087_conv:14174,I have a test in a month from now,I have a test in a month from now in calc 3
hit:7101_conv:14202,My friend had basically nothing in his life. Randomly he got a job and a girlfriend within like a week.,I was really proud of my friend recently. He got a job and found a girlfriend so
hit:7102_conv:14205,I really pray my Christmas bonus comes in this year.,I really pray my Christmas bonus comes in this year.
hit:7105_conv:14211,When my mom got another job and my brother left for college_comma_ it was always an empty house. It made me feel pretty isolated.,When I was in senior year of high school_comma_ my mom got another job
hit:7114_conv:14228,I had no idea if I was gonna do well on my midterm. It made me so worried.,I was so worried before I did my calculus midterm.
hit:7125_conv:14251,I ate a whole pack of cookies.,I just ate a whole pack of cookies
hit:7136_conv:14272,The sun is shining and I have the day to myself.,The sun is shining and I have no plans.
hit:7140_conv:14280,My girlfriend ran into her friend one time and I got really upset. She was so much more energetic and happy with him instead of me.,Me and my girlfriend ran into one of her friend's and it made me upset. She
hit:7142_conv:14285,I have recently got a new offer from another company but i do not want to move since am so comfortable with my current employer,I got a new offer in another company_comma_ but i do not want to
hit:7148_conv:14296,As a coach_comma_ you think you prepare your athletes for every situation and outcome. What we saw when we arrived at the track meet was unexcuesable and I've never seen anything like it before.,I had prepared my athletes to compete in any possible situation.
hit:7151_conv:14303,During Aug. 2016 there was a huge flood here in South LA. Even though I got 5 feet in my house_comma_ no one was hurt or died. Overall_comma_ the number of causlaties was super low,We had a huge flood here_comma_ the river overflowed and I still don
hit:7154_conv:14309,I receivesd an unexpected parcelthe other day,I got a parcel in the mail the other day
hit:7155_conv:14311,Someone hit me in the mouth and I lost a tooth.  I am so upset over it.,Someone hit me in the mouth and I lost a tooth.  I am so upset over
hit:7160_conv:14320,A guy cut me off in traffic today,A guy cut me off in traffic today
hit:7161_conv:14323,I got an unexpected parcel in the post this week,I got an unexpected parcel in the post thsi week
hit:7163_conv:14326,I am looking forward to the new football season.  I can't wait for it.,I am looking forward to the new football season.  I can't wait for it.
hit:7175_conv:14351,Someone stole my newspaper this morning.  I am so angry thinking about it.,Someone stole my newspaper this morning.  I am so angry thinking about it.
hit:7178_conv:14357,my cat vomited on my rug today,my cat vomited on my rug today
hit:7180_conv:14360,I got a kitten and he was sick for a week so i nursed him to health,I got a kitten and he was sick for a week
hit:7190_conv:14381,I saw these kids walking aruond in their football uniforms and it reminded me of my high school days.,I saw a couple of kids walking around in their high school football uniforms after practice the other
hit:7206_conv:14413,my friend got promoted after working for one month,My friend got promoted last week after one month of working
hit:7208_conv:14416,I found out my son has been bullying kids at school.,I found out my son has been bullying other kids.
hit:7208_conv:14417,I had to put my dog to sleep yesterday.  I am hurting so bad right now.,I had to put my dog to sleep yesterday.  I am hurting so bad right now
hit:7209_conv:14418,I proposed to my girlfriend and she said yes.  I am so happy she did.,I proposed to my girlfriend and she said yes.  I'm so happy she did.
hit:7225_conv:14451,I lost my wedding ring.  I am so hurt over it.,I lost my wedding ring.  I am so hurt over it.
hit:7229_conv:14458,i stole some money from my parents when i was a kid,i stole money from my parents when i was a kid
hit:7233_conv:14466,I get annoyed when I see over weight people,I get annoyed when I see over weight people
hit:7234_conv:14469,I saw a man eat a handful of roaches.  It was so gross.,I saw a man eat a handful of roaches.  It was so gross.
hit:7236_conv:14472,I'm having a birthday party for my daughter later today_comma_ I think I have everything we need,I'm having a birthday party for my daughter later today_comma_ I think I
hit:7236_conv:14473,I once bragged about how much O drank to find out it wasnt alcohol.,I once was bragging about how drunk I was the night before.
hit:7243_conv:14486,I always feel confident after a few drinks,I always feel confident after a few drinks
hit:7255_conv:14510,my friends had to push my down the slide_comma_ i wouldnt go,My friends tried to push me down the slide.
hit:7255_conv:14511,I have been without water for two days.,I have been without water for two days.
hit:7270_conv:14540,If I'm going on a date with a really attractive girl I sometimes feel more ready if I have a drink beforehand.,Sometimes I feel more ready to go on a date with a super attractive girl if I've
hit:7276_conv:14552,My cat is at the kitty spa.,My cat is at the kitty spa.
hit:7282_conv:14565,i was pissed when i saw someone had put a dent in my door,i was pissed when i saw someone had put a dent in my door
hit:7288_conv:14576,I drew a picture and finally feel good about my drawing skills_comma_ after much practice.,I draw for about an hour almost every day_comma_ and I've been doing
hit:7296_conv:14592,I found out my dog has cancer today.,I found out my dog has cancer today
hit:7297_conv:14594,i was sad when i couldnt go home on time,i was sad when i couldnt go home on time
hit:7305_conv:14610,I hear a Christmas song on the radio and it reminds me of my relatives back home.,Every Christmas song I hear on the radio for some reason reminds me of my extended family back
hit:7306_conv:14613,I am anxiously awaiting a second puppy from a dog I rescued. I thought she might be pregnant but then I thought she wasn't after a week. Well...today proved that wrong! She is a bit neurotic as a mother though,I am anxiously awaiting a second puppy from a dog I rescued. I thought she might
hit:7318_conv:14637,I was calm today. I sat on the patio read.,I was really calm today. I just sat on the patio and read
hit:7321_conv:14642,I was scared driving home last night. I felt like a car was following me,I was scared driving home last night. It felt like I was being followed
hit:7337_conv:14675,I'm always stoked for money making opportunities ,Nothing pumps me up more than money making opportunities where I have full autonomy of time
hit:7339_conv:14679,I was a little upset earlier. My brother was not able to meet me for lunch,I was a little upset earlier. My brother did not meet me for lunch
hit:7340_conv:14681,My friend's home is being foreclosedo n.,My friend's home is being foreclosed on.
hit:7342_conv:14684,My friend has been very distant lately.,My friend has been very distant lately.
hit:7353_conv:14707,I had a great two weeks with work. I made enough to even get a few things I wanted and to save up! I love it when those things happen.,I had a great two weeks with work. I made enough to even get a few things
hit:7365_conv:14730,I bought some cat treats for my cat. I wanted him to have a good weekend_comma_ I knew what I wanted,I bought some treats for my cat this weekend. I just had a plan
hit:7366_conv:14732,Tomorrow should be fun. We are going hiking and kayaking,Tomorrow is going to be fun. We are going hiking and kayaking
hit:7381_conv:14763, i really love to look at old photo albums and see how everyone has grown and how things have changed,i really love to look at old photo albums and see how everyone has grown and how things
hit:7386_conv:14773,I sat in a lot of traffic the other day as there was a wreck up ahead.  This crazy person decided he was more important and zoomed by in the emergency lane.,I was sitting in traffic the other day because there was a wreck up ahead.  This
hit:7388_conv:14776,I'm getting married next weekend!,I'm getting married next weekend!
hit:7398_conv:14797,I saw this little chihuahua tell off a parrot.,I saw this little chihuahua tell off a parrot.
hit:7399_conv:14798,There's this guy that keeps wondering around my home the same time each day.,There's this guy that keeps wondering around my home the same time each day.
hit:7407_conv:14815,I was on a plane last month and they had bad storms.  The plane was shaking and it was unnerving,I was in a plane last month and we hit a bunch of turbulance. 
hit:7408_conv:14816,My sister was supposed to show up at 3 today and she didn{t come until. Ruine my entire day,I waited for my sister all day today. She was 6 hours late
hit:7418_conv:14837,I am irritated by the weather now.. I wish the sun would come out,The weather this week was so bad. I was so irritated by the weather
hit:7428_conv:14857,I had to have a medical test done about a month ago.  I waited for two weeks for the results and it was so nerve-wracking.,I had to have a medical test done about a month ago and I had to wait 2
hit:7430_conv:14861,I accidentally walked out of the store without paying for my drink. I felt terrible about it.,I walked out with my drink in my hand and forgot to pay for it. I felt
hit:7432_conv:14865,When I was accepted in to university for my business degree. It felt like such a weight was lifted off my shoulders.,When I got accepted to university. I wanted to study accounting.
hit:7445_conv:14890,I pre-ordered a video game that comes out in the fall. November can't come fast enough!,I rarely pre-order video games_comma_ but recently did for one that comes
hit:7448_conv:14897,My daughter's ballet company is going to perform in Atlanta in a few weeks. They will be performing for the families at the Ronald MacDonald House near Scottish Rite. I cannot wait.,My daughter's ballet company is going to perform in Atlanta in a few weeks.  I
hit:7454_conv:14908,I went in a haunted house for halloween. Saw some weird ghosts.,When I went to a haunted house on Halloween. It was so creepy.
hit:7458_conv:14917,When I got an awful mark on my math test. I studied hard.,When I got a 50% on my math test. I studied so hard.
hit:7459_conv:14918,When my friend made the basketball team. He worked so hard for it.,When my buddy made the basketball team. I was so happy.
hit:7461_conv:14923,Studying for my final math exam. I had just done a 5 hour study session.,I studied hard for my math exam.
hit:7462_conv:14925,I used to work with my best friend_comma_ and after she quit_comma_ I don't have anyone else to talk to in the office.,My best friend used to work with me_comma_ but after she quit_com
hit:7469_conv:14938,when i ever i work with the fastest co workers im happy,when i see a bunch of fast workers on the list
hit:7469_conv:14939,I work all day long and my teenagers have been home all summer.  But when I get home they've not done anything around the house.,I work all day long and my teenager have been home all summer.  I wish they
hit:7472_conv:14945,I took my trash out a minute ago and stepped in dog poop! It even went between my toes!,I stepped in dog poop while taking out the trash a minute ago. I was barefoot
hit:7474_conv:14948,My husband brought me a rose home from work today. It was so sweet because he never does that.,My husband brought me a rose home from work_comma_ I couldn't believe it
hit:7476_conv:14952,I can't believe another one of my friends got engage. I am tired of being single,Another one of my friends got engaged
hit:7487_conv:14974,When my dad got me a puppy. A big husky.,When I got my first puppy. She had blue eyes.
hit:7489_conv:14978,My daughter had the sweetest little hamster.  One day she went to feed it and it had died_comma_ she was crushed.,My daughter had the sweetest little hamster.  One day she went to feed it
hit:7492_conv:14984,My birthday is next week! I can't wait!,My birthday is in less than a week. I'm hoping someone will throw me a party
hit:7494_conv:14989,We had a trip planned to the beach today but sadly it was storming all day and had to cancel,We had a trip planned to the beach today but sadly it was storming all day and
hit:7499_conv:14998,I spilled coffe all over my keyboard.,I spilled coffee all over my brand new laptop
hit:7502_conv:15005,when my nieces play with my devices ,when my nieces have been on my devices 
hit:7509_conv:15019,my little brother told me he always has my back.,my little brother is my best friend
hit:7517_conv:15034,My mom is going to Peru_comma_ I wish I could go with her. She's so lucky,My mom is going to Peru_comma_ I wish I could go with her.
hit:7517_conv:15035,this roadtrip is going to be the best one yet_comma_ I have everything I need.,I was so ready for this roadtrip
hit:7533_conv:15066,im happy with life currently,life is good right now got me a nice girl friend
hit:7535_conv:15070,I am doing so well with my diet. I can't believe it,I am doing so well on this new diet
hit:7549_conv:15098,My friends threw a sudden party for my birthday. I had no idea it was coming.,My friends threw me a sudden party for my birthday. I didn't see it coming at
hit:7552_conv:15104,Once_comma_ I was pulled into the manager's office at my work and was offered a position that I felt that I wasn't really ready for. I had spent about the next day thinking over and over how to turn it down and worrying about if it affect my current job.,I was offered a promotion in a different department that I had little experience in. It was
hit:7563_conv:15127,I am so happy for my sister,My sister is getting married next week
hit:7564_conv:15129,Yesterday when I woke up there was a wasp in my bedroom.,I woke up to a wasp in my room
hit:7568_conv:15136,im very sure that I will have straight As in the exam,im very sure that I will have straight As in the exam
hit:7570_conv:15140,I know I will win my court case.,I know I will win my court case.
hit:7582_conv:15164,I@ve done lots of research for an interview tis week,I have an interview this week
hit:7591_conv:15183,I really wish I had hair_comma_ I don't like being bald.,I wish I had hair_comma_ I don't like being bald.
hit:7598_conv:15196,I was in the woods and a bear chased after me.  I was so scared.,I was in the woods and a bear chased after me.  I was so scared.
hit:7662_conv:15324,I took money from my daughter's piggy bank.  I feel so guilty.,I took money from my daughter's piggy bank.  I feel so guilty about it
hit:7666_conv:15332,Someone threw away my lunch at work.  It makes me so mad thinking about it.,Someone threw away my lunch at work.  It makes me so mad thinking about it.
hit:7667_conv:15334,My ex already found someone else.,My ex already found someone else.
hit:7667_conv:15335,I was a college strength and conditioning coach and they put me in charge of football nutirtion. Going into a male dominated field as a female can be really scary.,I finally got my dream job_comma_ but was so nervous about starting it.
hit:7671_conv:15342,My friend just bought a new Range Rover.  I am so envious of him.,My friend just bought a new Range Rover.  I am so envious of him.
hit:7676_conv:15352,My parents planned a welcoming party for me.,My parents planned a welcoming party for me.
hit:7689_conv:15378,The government is increasing taxes again. They keep increasing taxes without explain why. Most of our taxes are stole by them.,The government is increasing taxes again. They keep increasing taxes without explain why. Most of our
hit:7694_conv:15389,I let my coworker handle a project.,I let my coworker handle my project.
hit:7703_conv:15407,My dad got my brother a watch but not me.,My dad got my brother a watch.
hit:7704_conv:15409,After being on this Earth for 32 years. I can honestly say that I'm finally happy with the person I've become. THrough jobs_comma_ divorce_comma_ kids ettc...I'm happy.,For the first time in my life_comma_ I'm completely comfortable with who I
hit:7711_conv:15422,My new Tesla drove 4 miles on autopilot.,Tesla drove 4 miles on autopilot
