conv_id,emotion,dialogue,target_summary,input_text
hit:7178_conv:14357,annoyed,Speaker 63:my cat vomited on my rug today | Speaker 408:Is she sick or was it was one time thing? | Speaker 63:one time thing  i was quite mad | Speaker 408:Was it a new rug,my cat vomited on my rug today,emotion: annoyed dialogue: Speaker 63:my cat vomited on my rug today | Speaker 408:Is she sick or was it was one time thing? | Speaker 63:one time thing  i was quite mad | Speaker 408:Was it a new rug
hit:7180_conv:14360,caring,Speaker 63:I got a kitten and he was sick for a week so i nursed him to health | Speaker 322:That is so great of you. | Speaker 63:yea i really wanted to keep him alive  i cared for him so much | Speaker 322:I am very happy for you.,I got a kitten and he was sick for a week so i nursed him to health,emotion: caring dialogue: Speaker 63:I got a kitten and he was sick for a week so i nursed him to health | Speaker 322:That is so great of you. | Speaker 63:yea i really wanted to keep him alive  i cared for him so much | Speaker 322:I am very happy for you.
hit:7190_conv:14381,nostalgic,Speaker 525:I saw a couple of kids walking around in their high school football uniforms after practice the other day. | Speaker 63:oh really? | Speaker 525:Yeah it really took me back to when I was doing the same thing. | Speaker 63:yea nostalgia is a real kicker,I saw these kids walking aruond in their football uniforms and it reminded me of my high school days.,emotion: nostalgic dialogue: Speaker 525:I saw a couple of kids walking around in their high school football uniforms after practice the other day. | Speaker 63:oh really? | Speaker 525:Yeah it really took me back to when I was doing the same thing. | Speaker 63:yea nostalgia is a real kicker
hit:7206_conv:14413,impressed,Speaker 63:My friend got promoted last week after one month of working | Speaker 55:That's good to hear that his hard work paid off | Speaker 63:yea i was impressed how quick he was | Speaker 55:True  a month is not too long.,my friend got promoted after working for one month,emotion: impressed dialogue: Speaker 63:My friend got promoted last week after one month of working | Speaker 55:That's good to hear that his hard work paid off | Speaker 63:yea i was impressed how quick he was | Speaker 55:True  a month is not too long.
hit:7208_conv:14416,disappointed,Speaker 59: found out my son has been bullying other kids at school. | Speaker 322:That is so terrible. | Speaker 59:Yes it is. And I told him that. I am just so disappointed in him. | Speaker 322:I hope he learns his lesson.,I found out my son has been bullying kids at school.,emotion: disappointed dialogue: Speaker 59: found out my son has been bullying other kids at school. | Speaker 322:That is so terrible. | Speaker 59:Yes it is. And I told him that. I am just so disappointed in him. | Speaker 322:I hope he learns his lesson.
hit:7208_conv:14417,sad,Speaker 322:I had to put my dog to sleep yesterday. | Speaker 59:So sorry to hear that. You must feel sad. | Speaker 322:I am hurting so bad right now. | Speaker 59:Time will heal. Remember you dog for all the good memories. ,I had to put my dog to sleep yesterday.  I am hurting so bad right now.,emotion: sad dialogue: Speaker 322:I had to put my dog to sleep yesterday. | Speaker 59:So sorry to hear that. You must feel sad. | Speaker 322:I am hurting so bad right now. | Speaker 59:Time will heal. Remember you dog for all the good memories. 
hit:7209_conv:14418,joyful,Speaker 322:I proposed to my girlfriend and she said yes! | Speaker 202:Congratulations  thats great news. How did you propose? | Speaker 322:I put the ring in a casserole.  I'm so happy she said yes! | Speaker 202:Yeah man  it would have sucked if she said no.,I proposed to my girlfriend and she said yes.  I am so happy she did.,emotion: joyful dialogue: Speaker 322:I proposed to my girlfriend and she said yes! | Speaker 202:Congratulations  thats great news. How did you propose? | Speaker 322:I put the ring in a casserole.  I'm so happy she said yes! | Speaker 202:Yeah man  it would have sucked if she said no.
hit:7225_conv:14451,sad,Speaker 322:I lost my wedding ring. | Speaker 63:wow that sucks | Speaker 322:I am so hurt over it. | Speaker 63:yea hopefully you find it,I lost my wedding ring.  I am so hurt over it.,emotion: sad dialogue: Speaker 322:I lost my wedding ring. | Speaker 63:wow that sucks | Speaker 322:I am so hurt over it. | Speaker 63:yea hopefully you find it
hit:7229_conv:14458,guilty,Speaker 63:i stole some money from my parents when i was a kid | Speaker 322:Why did you do that? | Speaker 63:i was dumb and young | Speaker 322:Yeah  we all were at some point.,i stole some money from my parents when i was a kid,emotion: guilty dialogue: Speaker 63:i stole some money from my parents when i was a kid | Speaker 322:Why did you do that? | Speaker 63:i was dumb and young | Speaker 322:Yeah  we all were at some point.
hit:7233_conv:14466,annoyed,Speaker 202:I get annoyed when I see over weight people | Speaker 525:LOOOLLL I'm the same way I hate their lack of willpower! | Speaker 202:I just don't understand why they let themselves go. | Speaker 525:Yeah at what point would you not look yourself in the mirror and be disgusted? | Speaker 202:I think they like what they see. | Speaker 525:I think people find a way to lie to themself  and convince themselves that it isn't that bad.  body dismorphia.,I get annoyed when I see over weight people,emotion: annoyed dialogue: Speaker 202:I get annoyed when I see over weight people | Speaker 525:LOOOLLL I'm the same way I hate their lack of willpower! | Speaker 202:I just don't understand why they let themselves go. | Speaker 525:Yeah at what point would you not look yourself in the mirror and be disgusted? | Speaker 202:I think they like what they see. | Speaker 525:I think people find a way to lie to themself  and convince themselves that it isn't that bad.  body dismorphia.
hit:7234_conv:14469,disgusted,Speaker 322:I saw a man eat a handful of roaches. | Speaker 202:Yuck thats disgusting  did you throw up? | Speaker 322:Almost  it was so gross! | Speaker 202:Was he insane or was it a part of he's culture? ,I saw a man eat a handful of roaches.  It was so gross.,emotion: disgusted dialogue: Speaker 322:I saw a man eat a handful of roaches. | Speaker 202:Yuck thats disgusting  did you throw up? | Speaker 322:Almost  it was so gross! | Speaker 202:Was he insane or was it a part of he's culture? 
hit:7236_conv:14472,prepared,Speaker 397:I'm having a birthday party for my daughter later today  I think I have everything we need | Speaker 445:Yes! thats so fun  are you excited? | Speaker 397:Yes I think I am more excited than her  LOL. She's turning 3 | Speaker 445:HAHAHAH she probably has no idea whats going on.,I'm having a birthday party for my daughter later today_comma_ I think I have everything we need,emotion: prepared dialogue: Speaker 397:I'm having a birthday party for my daughter later today  I think I have everything we need | Speaker 445:Yes! thats so fun  are you excited? | Speaker 397:Yes I think I am more excited than her  LOL. She's turning 3 | Speaker 445:HAHAHAH she probably has no idea whats going on.
hit:7236_conv:14473,embarrassed,Speaker 445:I once was bragging about how drunk I got the night before  only to find out t wasnt even alcohol I was drinking. | Speaker 397:No way! hahaha How did you find out? | Speaker 445:HAH My firend had gotten tired of all my bragging and broke the news. | Speaker 397:How embarrassing! lol,I once bragged about how much O drank to find out it wasnt alcohol.,emotion: embarrassed dialogue: Speaker 445:I once was bragging about how drunk I got the night before  only to find out t wasnt even alcohol I was drinking. | Speaker 397:No way! hahaha How did you find out? | Speaker 445:HAH My firend had gotten tired of all my bragging and broke the news. | Speaker 397:How embarrassing! lol
hit:7243_conv:14486,confident,Speaker 202:I always feel confident after a few drinks | Speaker 322:That is the case for me too! | Speaker 202:I wish I could be like that normally instead of a insecure mess. | Speaker 322:Yeah  I know that feeling.,I always feel confident after a few drinks,emotion: confident dialogue: Speaker 202:I always feel confident after a few drinks | Speaker 322:That is the case for me too! | Speaker 202:I wish I could be like that normally instead of a insecure mess. | Speaker 322:Yeah  I know that feeling.
hit:7255_conv:14510,apprehensive,Speaker 445:My friends ha to push me from behind because I refused to slid down the slide. | Speaker 59:That is very mean of them. How did you react? | Speaker 445:I know right? I was screaming the whole way down. | Speaker 59:I hope it wasn't too scary for you and you can laugh it off now.,my friends had to push my down the slide_comma_ i wouldnt go,emotion: apprehensive dialogue: Speaker 445:My friends ha to push me from behind because I refused to slid down the slide. | Speaker 59:That is very mean of them. How did you react? | Speaker 445:I know right? I was screaming the whole way down. | Speaker 59:I hope it wasn't too scary for you and you can laugh it off now.
hit:7255_conv:14511,angry,Speaker 59:I have been without water for two days and my water company still hasnt fixed the issue. | Speaker 445:Oh my god! how have you been bathing? | Speaker 59:Thats the thing. I haven't bathed in two days and its making me angry. | Speaker 445:oh my  don't lift up your arms!,I have been without water for two days.,emotion: angry dialogue: Speaker 59:I have been without water for two days and my water company still hasnt fixed the issue. | Speaker 445:Oh my god! how have you been bathing? | Speaker 59:Thats the thing. I haven't bathed in two days and its making me angry. | Speaker 445:oh my  don't lift up your arms!
hit:7270_conv:14540,prepared,Speaker 119:Sometimes I feel more ready to go on a date with a super attractive girl if I've got a couple of drinks in me. | Speaker 1:You get nervous  hu? | Speaker 119:Every once in a while. | Speaker 1:Have you been on a date recently?,If I'm going on a date with a really attractive girl I sometimes feel more ready if I have a drink beforehand.,emotion: prepared dialogue: Speaker 119:Sometimes I feel more ready to go on a date with a super attractive girl if I've got a couple of drinks in me. | Speaker 1:You get nervous  hu? | Speaker 119:Every once in a while. | Speaker 1:Have you been on a date recently?
hit:7276_conv:14552,lonely,Speaker 1:My cat is at the kitty spa. | Speaker 119:Oh that's cool.  Sounds like he's living the dream lol | Speaker 1:Yep. He's having a pretty good time. | Speaker 119:Do you have any kids of your own...or is he your main / only furbaby,My cat is at the kitty spa.,emotion: lonely dialogue: Speaker 1:My cat is at the kitty spa. | Speaker 119:Oh that's cool.  Sounds like he's living the dream lol | Speaker 1:Yep. He's having a pretty good time. | Speaker 119:Do you have any kids of your own...or is he your main / only furbaby
hit:7282_conv:14565,furious,Speaker 238:i was pissed when i saw someone had put a dent in my door | Speaker 49:I would have been too. Were you at a store parking lot or at work? | Speaker 238:walmart parking lot  | Speaker 49:That is so awful. I guess they didn't bother to leave a note?,i was pissed when i saw someone had put a dent in my door,emotion: furious dialogue: Speaker 238:i was pissed when i saw someone had put a dent in my door | Speaker 49:I would have been too. Were you at a store parking lot or at work? | Speaker 238:walmart parking lot  | Speaker 49:That is so awful. I guess they didn't bother to leave a note?
hit:7288_conv:14576,confident,Speaker 545:I draw for about an hour almost every day  and I've been doing it for a long time. I only ever just wanted to be able to draw fun doodles  but the other day I looked and I actually feel good about my drawing skills  finally. | Speaker 244:That's great. Practice makes perfect.    | Speaker 545:It really does! It was miserable starting because you put so much effort into something you don't even like the end result of  but it's well worth it. | Speaker 244:Keep at it. Maybe one day you can start selling those drawings for money.,I drew a picture and finally feel good about my drawing skills_comma_ after much practice.,emotion: confident dialogue: Speaker 545:I draw for about an hour almost every day  and I've been doing it for a long time. I only ever just wanted to be able to draw fun doodles  but the other day I looked and I actually feel good about my drawing skills  finally. | Speaker 244:That's great. Practice makes perfect.    | Speaker 545:It really does! It was miserable starting because you put so much effort into something you don't even like the end result of  but it's well worth it. | Speaker 244:Keep at it. Maybe one day you can start selling those drawings for money.
hit:7296_conv:14592,devastated,Speaker 244:I found out my dog has cancer today | Speaker 478:Oh no! Is it serious? | Speaker 244:I'm not sure how bad it is yet. Have to wait for tests to come back | Speaker 478:Well I hope that it isn't serious and your dog makes it through | Speaker 244:Thanks me too.,I found out my dog has cancer today.,emotion: devastated dialogue: Speaker 244:I found out my dog has cancer today | Speaker 478:Oh no! Is it serious? | Speaker 244:I'm not sure how bad it is yet. Have to wait for tests to come back | Speaker 478:Well I hope that it isn't serious and your dog makes it through | Speaker 244:Thanks me too.
hit:7297_conv:14594,disappointed,Speaker 238:i was sad when i couldnt go home on time | Speaker 445:what do you mean? did you get stuck somewhere? | Speaker 238:got stuck at work working on a file | Speaker 445:lammee  did you atleast finish up the file?,i was sad when i couldnt go home on time,emotion: disappointed dialogue: Speaker 238:i was sad when i couldnt go home on time | Speaker 445:what do you mean? did you get stuck somewhere? | Speaker 238:got stuck at work working on a file | Speaker 445:lammee  did you atleast finish up the file?
hit:7305_conv:14610,nostalgic,Speaker 119:Every Christmas song I hear on the radio for some reason reminds me of my extended family back home and the good times we had when I was younger. | Speaker 478:That's really cool that you have those awesome memories. Do you ever go baack and see your family? | Speaker 119:No hopefully soon though. Hbu | Speaker 478:Well I hope you have a good time!,I hear a Christmas song on the radio and it reminds me of my relatives back home.,emotion: nostalgic dialogue: Speaker 119:Every Christmas song I hear on the radio for some reason reminds me of my extended family back home and the good times we had when I was younger. | Speaker 478:That's really cool that you have those awesome memories. Do you ever go baack and see your family? | Speaker 119:No hopefully soon though. Hbu | Speaker 478:Well I hope you have a good time!
hit:7306_conv:14613,anticipating,Speaker 296:I am anxiously awaiting a second puppy from a dog I rescued. I thought she might be pregnant but then I thought she wasn't after a week.  | Speaker 238:Oh wow  where do you get these pets? from a shelter or off the street? | Speaker 296:She was on the streets and starved and trying to get run over. | Speaker 238:oh wow  thats good of you to be able to bring in dogs off the street. | Speaker 296:Not something I can do generally as it takes so much time and money but if I see an animal in need in front of my home  I will always help :),I am anxiously awaiting a second puppy from a dog I rescued. I thought she might be pregnant but then I thought she wasn't after a week. Well...today proved that wrong! She is a bit neurotic as a mother though,emotion: anticipating dialogue: Speaker 296:I am anxiously awaiting a second puppy from a dog I rescued. I thought she might be pregnant but then I thought she wasn't after a week.  | Speaker 238:Oh wow  where do you get these pets? from a shelter or off the street? | Speaker 296:She was on the streets and starved and trying to get run over. | Speaker 238:oh wow  thats good of you to be able to bring in dogs off the street. | Speaker 296:Not something I can do generally as it takes so much time and money but if I see an animal in need in front of my home  I will always help :)
hit:7318_conv:14637,content,Speaker 126:I was really calm today. I just sat on the patio and read | Speaker 1:Sounds like a relaxing day. | Speaker 126:It was very much needed | Speaker 1:Is it your day off?,I was calm today. I sat on the patio read.,emotion: content dialogue: Speaker 126:I was really calm today. I just sat on the patio and read | Speaker 1:Sounds like a relaxing day. | Speaker 126:It was very much needed | Speaker 1:Is it your day off?
hit:7321_conv:14642,afraid,Speaker 126:I was scared driving home last night. It felt like I was being followed | Speaker 296:Oh no! Where were you coming from? | Speaker 126:The downtown area | Speaker 296:Yikes! Did you get home okay? Normally I weave different ways when I think that,I was scared driving home last night. I felt like a car was following me,emotion: afraid dialogue: Speaker 126:I was scared driving home last night. It felt like I was being followed | Speaker 296:Oh no! Where were you coming from? | Speaker 126:The downtown area | Speaker 296:Yikes! Did you get home okay? Normally I weave different ways when I think that
hit:7337_conv:14675,excited,Speaker 119:Nothing pumps me up more these days than money making opportunities where I have full autonomy of time | Speaker 296:I know right? I love the side hustle! | Speaker 119:C.R.E.A.M. baby | Speaker 296:No idea what that means but it sounds good! lol,I'm always stoked for money making opportunities ,emotion: excited dialogue: Speaker 119:Nothing pumps me up more these days than money making opportunities where I have full autonomy of time | Speaker 296:I know right? I love the side hustle! | Speaker 119:C.R.E.A.M. baby | Speaker 296:No idea what that means but it sounds good! lol
hit:7339_conv:14679,sad,Speaker 126:I was a little upset earlier. My brother did not meet me for lunch | Speaker 296:What happened? Was he honest with you? | Speaker 126:I did not hear from him at all | Speaker 296:Ugh! Did he offer an explanation yet?,I was a little upset earlier. My brother was not able to meet me for lunch,emotion: sad dialogue: Speaker 126:I was a little upset earlier. My brother did not meet me for lunch | Speaker 296:What happened? Was he honest with you? | Speaker 126:I did not hear from him at all | Speaker 296:Ugh! Did he offer an explanation yet?
hit:7340_conv:14681,devastated,Speaker 1:My friend's home is being foreclosed on. | Speaker 238:is there anything that can be done to save it | Speaker 1:She would have to come up with a lot of money | Speaker 238:what does she plan to do if she cant?,My friend's home is being foreclosedo n.,emotion: devastated dialogue: Speaker 1:My friend's home is being foreclosed on. | Speaker 238:is there anything that can be done to save it | Speaker 1:She would have to come up with a lot of money | Speaker 238:what does she plan to do if she cant?
hit:7342_conv:14684,apprehensive,Speaker 1:My friend has been very distant lately. | Speaker 126:I am sorry  any reason why? | Speaker 1:She says everything is okay  but it's definitely not. | Speaker 126:I am sorry you are going through that,My friend has been very distant lately.,emotion: apprehensive dialogue: Speaker 1:My friend has been very distant lately. | Speaker 126:I am sorry  any reason why? | Speaker 1:She says everything is okay  but it's definitely not. | Speaker 126:I am sorry you are going through that
hit:7353_conv:14707,content,Speaker 296:I had a great two weeks with work | Speaker 238:that sounds good. | Speaker 296:It's better then the alternative for sure! I made enough to even get a few things I wanted and to save up! I love it when those things happen. | Speaker 238:yea its great when things come together.,I had a great two weeks with work. I made enough to even get a few things I wanted and to save up! I love it when those things happen.,emotion: content dialogue: Speaker 296:I had a great two weeks with work | Speaker 238:that sounds good. | Speaker 296:It's better then the alternative for sure! I made enough to even get a few things I wanted and to save up! I love it when those things happen. | Speaker 238:yea its great when things come together.
hit:7365_conv:14730,prepared,Speaker 126:I bought some treats for my cat this weekend. I just had a plan | Speaker 1:What's your plan? | Speaker 126:Just to make sure he can have fun with new toys and not rely on me so much | Speaker 1:aw is he usually clingy? | Speaker 126:He can be ha,I bought some cat treats for my cat. I wanted him to have a good weekend_comma_ I knew what I wanted,emotion: prepared dialogue: Speaker 126:I bought some treats for my cat this weekend. I just had a plan | Speaker 1:What's your plan? | Speaker 126:Just to make sure he can have fun with new toys and not rely on me so much | Speaker 1:aw is he usually clingy? | Speaker 126:He can be ha
hit:7366_conv:14732,joyful,Speaker 126:Tomorrow is going to be fun. We are going hiking and kayaking | Speaker 1:That sounds pretty amazing. Is the place you go to nearby? | Speaker 126:Its 30 minutes away  but its so nice | Speaker 1:Oh that's actually not that bad. How long are you guys going for?,Tomorrow should be fun. We are going hiking and kayaking,emotion: joyful dialogue: Speaker 126:Tomorrow is going to be fun. We are going hiking and kayaking | Speaker 1:That sounds pretty amazing. Is the place you go to nearby? | Speaker 126:Its 30 minutes away  but its so nice | Speaker 1:Oh that's actually not that bad. How long are you guys going for?
hit:7381_conv:14763,sentimental,Speaker 463:i really love to look at old photo albums and see how everyone has grown and how things have changed | Speaker 238:ah yes its always nice to take a moment to remember the past | Speaker 463:i love seeing my family grow and the kids all have kids now | Speaker 238:thats wonderful to hear! take care. | Speaker 463:thanks. you too, i really love to look at old photo albums and see how everyone has grown and how things have changed,emotion: sentimental dialogue: Speaker 463:i really love to look at old photo albums and see how everyone has grown and how things have changed | Speaker 238:ah yes its always nice to take a moment to remember the past | Speaker 463:i love seeing my family grow and the kids all have kids now | Speaker 238:thats wonderful to hear! take care. | Speaker 463:thanks. you too
hit:7386_conv:14773,annoyed,Speaker 56:I was sitting in traffic the other day because there was a wreck up ahead. | Speaker 1:Were the people involved ok? | Speaker 56:I think so  there were just a lot of cars involved.  But this crazy person decided he was more important than anyone else and zoomed up the emergency lane blocking the ambulance that was trying to get to the wreck. | Speaker 1:Always that bad egg everywhere. It's people like that  that causes accidents.,I sat in a lot of traffic the other day as there was a wreck up ahead.  This crazy person decided he was more important and zoomed by in the emergency lane.,emotion: annoyed dialogue: Speaker 56:I was sitting in traffic the other day because there was a wreck up ahead. | Speaker 1:Were the people involved ok? | Speaker 56:I think so  there were just a lot of cars involved.  But this crazy person decided he was more important than anyone else and zoomed up the emergency lane blocking the ambulance that was trying to get to the wreck. | Speaker 1:Always that bad egg everywhere. It's people like that  that causes accidents.
hit:7388_conv:14776,excited,Speaker 1:I'm getting married next weekend! | Speaker 100:Wow congratulations! Will it be a big ceremony? | Speaker 1:No  we are just going to go sign the papers lol. We're saving for a home. | Speaker 100:That's smart  I think big weddings are a waste of money honestly.,I'm getting married next weekend!,emotion: excited dialogue: Speaker 1:I'm getting married next weekend! | Speaker 100:Wow congratulations! Will it be a big ceremony? | Speaker 1:No  we are just going to go sign the papers lol. We're saving for a home. | Speaker 100:That's smart  I think big weddings are a waste of money honestly.
hit:7398_conv:14797,impressed,Speaker 1:I saw this little chihuahua tell off a parrot. | Speaker 463:oh really how? | Speaker 1:He was barking until the parrot shut up. | Speaker 463:haha that is great,I saw this little chihuahua tell off a parrot.,emotion: impressed dialogue: Speaker 1:I saw this little chihuahua tell off a parrot. | Speaker 463:oh really how? | Speaker 1:He was barking until the parrot shut up. | Speaker 463:haha that is great
hit:7399_conv:14798,apprehensive,Speaker 1:There's this guy that keeps wondering around my home the same time each day. | Speaker 261:ohh  strange. Keep an eye on him. | Speaker 1:I will. Think I'll have to call nonemergency on him  if it happens again. | Speaker 261:Yes. Be safe. Call police in emergency.,There's this guy that keeps wondering around my home the same time each day.,emotion: apprehensive dialogue: Speaker 1:There's this guy that keeps wondering around my home the same time each day. | Speaker 261:ohh  strange. Keep an eye on him. | Speaker 1:I will. Think I'll have to call nonemergency on him  if it happens again. | Speaker 261:Yes. Be safe. Call police in emergency.
hit:7407_conv:14815,anxious,Speaker 282:I in a plane last month and we hit a bunch of turbulance.  It was very unnerving and the plane was shaking a lot | Speaker 590:Oh thats scary!  | Speaker 282:Yes  I am not the best flyer anyway  so I really did not have a good time | Speaker 590:Im sorry to hear that! Maybe next time it will be better or try another way to travel that is better.,I was on a plane last month and they had bad storms.  The plane was shaking and it was unnerving,emotion: anxious dialogue: Speaker 282:I in a plane last month and we hit a bunch of turbulance.  It was very unnerving and the plane was shaking a lot | Speaker 590:Oh thats scary!  | Speaker 282:Yes  I am not the best flyer anyway  so I really did not have a good time | Speaker 590:Im sorry to hear that! Maybe next time it will be better or try another way to travel that is better.
hit:7408_conv:14816,angry,Speaker 27:I waited for my sister all day today. She was 6 hours late | Speaker 278:Why was she so late  thats terrible | Speaker 27:I have no idea. I didn{t get to do anything I planned today because I had her kids.  | Speaker 278:I'm so sorry. I hope she makes it up for her. | Speaker 27:Well now I have to pack a bunch of stff into my sunday. no relaxing,My sister was supposed to show up at 3 today and she didn{t come until. Ruine my entire day,emotion: angry dialogue: Speaker 27:I waited for my sister all day today. She was 6 hours late | Speaker 278:Why was she so late  thats terrible | Speaker 27:I have no idea. I didn{t get to do anything I planned today because I had her kids.  | Speaker 278:I'm so sorry. I hope she makes it up for her. | Speaker 27:Well now I have to pack a bunch of stff into my sunday. no relaxing
hit:7418_conv:14837,annoyed,Speaker 126:4 | Speaker 463:what is 4 for? | Speaker 126:I am sorry. I meant to say I was irritated by the weather this week. I wish the sun would come out | Speaker 463:it was like monsoon weather here too. it's depressing and my garden is suffering,I am irritated by the weather now.. I wish the sun would come out,emotion: annoyed dialogue: Speaker 126:4 | Speaker 463:what is 4 for? | Speaker 126:I am sorry. I meant to say I was irritated by the weather this week. I wish the sun would come out | Speaker 463:it was like monsoon weather here too. it's depressing and my garden is suffering
hit:7428_conv:14857,apprehensive,Speaker 56:I had to have a medical test done about a month ago - all was fine but geez! | Speaker 126:That sounds hard | Speaker 56:Yeah  and I had to wait 2 weeks for the results - it was so nerve-wracking! | Speaker 126:That does sounds sounds to me,I had to have a medical test done about a month ago.  I waited for two weeks for the results and it was so nerve-wracking.,emotion: apprehensive dialogue: Speaker 56:I had to have a medical test done about a month ago - all was fine but geez! | Speaker 126:That sounds hard | Speaker 56:Yeah  and I had to wait 2 weeks for the results - it was so nerve-wracking! | Speaker 126:That does sounds sounds to me
hit:7430_conv:14861,guilty,Speaker 530:I accidentally walked out with my drink in my hand at the store and forgot to pay for it. | Speaker 243:Uh oh. I think everyone does that sometimes. | Speaker 530:I didnt' even realize it until I got home so I couldn't go back and pay for it. I felt terrible. | Speaker 243:Don't be too hard on yourself.,I accidentally walked out of the store without paying for my drink. I felt terrible about it.,emotion: guilty dialogue: Speaker 530:I accidentally walked out with my drink in my hand at the store and forgot to pay for it. | Speaker 243:Uh oh. I think everyone does that sometimes. | Speaker 530:I didnt' even realize it until I got home so I couldn't go back and pay for it. I felt terrible. | Speaker 243:Don't be too hard on yourself.
hit:7432_conv:14865,hopeful,Speaker 375:Can't believe I got accepted to school. | Speaker 126:What kind of school | Speaker 375:University  I'm going to study accounting. | Speaker 126:I hope you do well | Speaker 375:I'm excited to get started it'll be hard though.,When I was accepted in to university for my business degree. It felt like such a weight was lifted off my shoulders.,emotion: hopeful dialogue: Speaker 375:Can't believe I got accepted to school. | Speaker 126:What kind of school | Speaker 375:University  I'm going to study accounting. | Speaker 126:I hope you do well | Speaker 375:I'm excited to get started it'll be hard though.
hit:7445_conv:14890,anticipating,Speaker 85:I rarely pre-order video games  but recently did for one that comes out in November. | Speaker 375:Which video game did you order? | Speaker 85:Fallout 76.  I swear  November can't come fast enough! | Speaker 375:You must be so excited  is it your favorite game? | Speaker 85:Fallout 4 recently has been one of mine.  I can't wait to play something similar in multiplayer.,I pre-ordered a video game that comes out in the fall. November can't come fast enough!,emotion: anticipating dialogue: Speaker 85:I rarely pre-order video games  but recently did for one that comes out in November. | Speaker 375:Which video game did you order? | Speaker 85:Fallout 76.  I swear  November can't come fast enough! | Speaker 375:You must be so excited  is it your favorite game? | Speaker 85:Fallout 4 recently has been one of mine.  I can't wait to play something similar in multiplayer.
hit:7448_conv:14897,excited,Speaker 56:My daughter's ballet company is going to perform in Atlanta in a few weeks. | Speaker 27:Cool. I love ballet | Speaker 56:They will be performing for the families at the Ronald MacDonald House near Scottish Rite.  I cannot wait! | Speaker 27:Wow! How old is she,My daughter's ballet company is going to perform in Atlanta in a few weeks. They will be performing for the families at the Ronald MacDonald House near Scottish Rite. I cannot wait.,emotion: excited dialogue: Speaker 56:My daughter's ballet company is going to perform in Atlanta in a few weeks. | Speaker 27:Cool. I love ballet | Speaker 56:They will be performing for the families at the Ronald MacDonald House near Scottish Rite.  I cannot wait! | Speaker 27:Wow! How old is she
hit:7454_conv:14908,afraid,Speaker 375:Haunted houses really give me the creeps. | Speaker 155:I think they are fun to be. Especially  during Halloween  it gives you goosebumps and excitement of the moment | Speaker 375:It was crazy  I got so scared. | Speaker 155:Life is short. Fill it with some does of such moments to live and remember when you become old,I went in a haunted house for halloween. Saw some weird ghosts.,emotion: afraid dialogue: Speaker 375:Haunted houses really give me the creeps. | Speaker 155:I think they are fun to be. Especially  during Halloween  it gives you goosebumps and excitement of the moment | Speaker 375:It was crazy  I got so scared. | Speaker 155:Life is short. Fill it with some does of such moments to live and remember when you become old
hit:7458_conv:14917,furious,Speaker 375:I studied so hard for that test and it didnt matter. | Speaker 530:Did you not get a good grade on it? | Speaker 375:I got a 50% which isn't good enough to me. | Speaker 530:Well it could be worse. You'll do better next time I'm sure of it.,When I got an awful mark on my math test. I studied hard.,emotion: furious dialogue: Speaker 375:I studied so hard for that test and it didnt matter. | Speaker 530:Did you not get a good grade on it? | Speaker 375:I got a 50% which isn't good enough to me. | Speaker 530:Well it could be worse. You'll do better next time I'm sure of it.
hit:7459_conv:14918,proud,Speaker 375:So proud to see my buddy make the team. | Speaker 530:Tell your buddy I said congrats! What team was it? | Speaker 375:It's a high school basketball team! I will. | Speaker 530:Awesome! Maybe a recruiter from a good college will see them play and give them a scholarship!,When my friend made the basketball team. He worked so hard for it.,emotion: proud dialogue: Speaker 375:So proud to see my buddy make the team. | Speaker 530:Tell your buddy I said congrats! What team was it? | Speaker 375:It's a high school basketball team! I will. | Speaker 530:Awesome! Maybe a recruiter from a good college will see them play and give them a scholarship!
hit:7461_conv:14923,prepared,Speaker 375:I feel so ready for this exam. | Speaker 530:I think you're gonna do great! | Speaker 375:I'm hopeful  it's math and I put in work. | Speaker 530:Math is really hard but I got faith in you. You're gonna make an A+ I know it.,Studying for my final math exam. I had just done a 5 hour study session.,emotion: prepared dialogue: Speaker 375:I feel so ready for this exam. | Speaker 530:I think you're gonna do great! | Speaker 375:I'm hopeful  it's math and I put in work. | Speaker 530:Math is really hard but I got faith in you. You're gonna make an A+ I know it.
hit:7462_conv:14925,lonely,Speaker 85:My best friend used to work with me  but after she quit  I have nobody to talk to. | Speaker 27:That sucks. Did she get a better job? | Speaker 85:No  her contract expired  so she had to be let go. | Speaker 27:Oh that sucks | Speaker 85:It does.  It's way too quiet at work now. ,I used to work with my best friend_comma_ and after she quit_comma_ I don't have anyone else to talk to in the office.,emotion: lonely dialogue: Speaker 85:My best friend used to work with me  but after she quit  I have nobody to talk to. | Speaker 27:That sucks. Did she get a better job? | Speaker 85:No  her contract expired  so she had to be let go. | Speaker 27:Oh that sucks | Speaker 85:It does.  It's way too quiet at work now. 
